uniqueIdeaIndex,idea
m2kkqo5zi6gmq-HMNL-1-1,"A transformer toy which can be manipulated to be a car or a boat. Starting as a car, the wheels can be rotated inwards, and the sides of the car pushed in to create a boat. The opposite can be done to manipulate the boat and turn it back into a car."
m2kkqo5zi6gmq-HMNL-1-2,"A toy that can be flipped vertically, with a car on one side and a boat on the other side. The two parts can be connected and disconnected with a plug-type mechanism."
m2kkqo5zi6gmq-HMNL-1-3,"A boat with a small toy car attached within the boat, mimicking a boat that ships cars. The car can be disconnected from the boat to be played with separately."
m2kl3jo2fxe83-AINL-5-1,"Introducing the AR Gaming Hydrocar - This toy integrates augmented reality into a hybrid vehicle. AR goggles project interactive game scenarios into real world surroundings. The child can wear the AR goggles which sync to a camera on the remote controlled car, which is an amphibious car, allowing it to also sail on water like a boat!"
m2kl3jo2fxe83-AINL-5-2,Sea Eco Fairer Kit - This toy is designed to teach children about environmentally friendly energy sources through play. Also combines a science and technology element too. This car is amphibious and can sail on water and drive on land. It is powered by solar energy through solar panels which the children can attach to the car themselves. The toy is also fully made from recycled materials
m2kl3jo2fxe83-AINL-5-3,Floating Race Track Set - This toy involves children creating their own race track which can include land based and water based elements. This is achieved through thje children placing waypoints or checkpoints that the car/boat must pass to complete the race. The remote control car can retract its wheels and deploy a propellar for water sections of the race
m2km9dmge4d18-HMNL-9-1,River Rover - a dual-action toy that switches from a Land Rover to a boat.  this toy should have a hinge system to retract the tyres to turn the car into a boat. this toy should be made of plastic to ensure it is able to switch from land to water.  it should be accessorised with headlights and windows like a car and be complete with a detachable sail like a boat.
m2km9dmge4d18-HMNL-9-2,"River Racer - a combination of a racing boat and a racing car, composed of bright colours and sporty decals"
m2km9dmge4d18-HMNL-9-3,From river to road - a small car/boat  with a detachable sail like a boat and bright colours to appeal to kids  hinges to retract the tires and transform the car into a boat
m2km9n1tcpq18-AINL-13-1,HydroRacer 5000. This toy blends the thrill of racing cars with the adventurous spirit of boating. It features a sleek aerodynamic design
m2km9n1tcpq18-AINL-13-2,BathCruiser Turbo. This toy combines the excitement of a speedy car with the fun of a boat specially created for bath time. It floats effortlessly in the water whilst having robust wheels to enable it to roll around the edges of the bath. Vibrant colours and waterproof decals capture kids imaginations.
m2km9n1tcpq18-AINL-13-3,AquaRally cruiser. This is a dynamic remote control toy that merges the capabilities of a high speed car with those of a boa with a rugged exterior but amphibious design allowing for transition between land and water.
m2kmb8c916li7-AINL-21-1,A car can transform into a boat when it is on water and a car when it is on land.
m2kmb8c916li7-AINL-21-2,A do it yourself building kit for kids. It encourages creativity for kids where they can build their own boat and car.
m2kmb8c916li7-AINL-21-3,A rescue adventure play set where the car can tow the boat on land and the boat can tow the car on water.
m2kmrlphygt7l-AINL-29-1,"The Transforming Amphibious Vehicle Toy: Features a dynamic car-to-boat conversion, retractable wheels, and expanding fins. It comes with a floating race track, creating thrilling water-surface racing adventures, enhanced by bright colours and sound effect"
m2kmrlphygt7l-AINL-29-2,"The SpeedRacer Hybrid: A sleek toy that morphs from an Formula 1 car to a speedboat, featuring aerodynamic fins, and a vibrant design for thrilling land and water play adventures."
m2kmrlphygt7l-AINL-29-3,"The AquaDrive Convertible: A floating toy car with pedal-powered movement, a steering wheel for navigation, and a detachable roof doubling as a kayak paddle, offering dual adventures in  the pool."
m2kmyrigc36la-HMNL-33-1,"I will design a toy car that can work in floor and also in water, to have the shape of a boat. It can be played with in both land and water. I will call it Caraqua."
m2kmyrigc36la-HMNL-33-2,I will design a transformer car that can transform into a boat. Inspiration is from the movie transformer but none of the cars transforms into a boat. This would be a cool feature for kids. I will call it Aquashifter
m2kmyrigc36la-HMNL-33-3,"I will design a car by making the front to have the shape of a boat and the back to have the shape of a car, this would be appealing to kids as well. It will look like a scifi design, with a vibrant colour."
m2kndjq851wkj-HMNL-41-1,"Presenting the AquaRacer : this cool toy combines the sleek lines of a speedboat with that of a sports car. The wheels fold away when not in use, revealing fins on the reverse of the wheel so the boat can steer. Fully waterproof and floats in the bath, so your child can enjoy the AquaRacer at any time."
m2kndjq851wkj-HMNL-41-2,"The latest innovation in toys, presenting the Mighty Mover! This rugged amphibian vehicle, presented in camouflage colours, has fully moveable wheels and will float in water. It shoots small foam darts to fully emphasise its tough credentials - nobody will want to mess with this floating tank!"
m2kndjq851wkj-HMNL-41-3,"You've heard of Formula One, now get ready for Formula B! This F1-inspired car design can clip into the hull of a speedboat, making a toy that's versatile and looks cool. Kids will love it and want to play with it! Comes in a variety of colours and boat hulls so you can mix and match your favourite colours and designs, so whether you're on land on on the water, you'll be a champion with Formula B."
m2knoj3zpaab0-AINL-45-1,aquaracer  aquaracer is a aerodynamic toy which can transition between land and water with rectranle wheels. in water the wheels rectract and it becomes a boat
m2knoj3zpaab0-AINL-45-2,hydro cruiser  the hydro cruiser has rectrable rudder and propellers for smooth water navigation. out side of the water it has sturdy rubber wheels for effortless use
m2knoj3zpaab0-AINL-45-3,"wave runner express this amazing toy has an adjustable suspension system allowing it ot various terrain with ease,on water or land"
m2knudkb7fk0d-HMNL-49-1,"a car and a boat could be combined to make a fun, amphibious vehicle, a sail could be added for extra speed and stability."
m2knudkb7fk0d-HMNL-49-2,a car and a boat could be combined to make an exciting climbing frame.If the boat was upended you could put a seat inside as well.
m2knudkb7fk0d-HMNL-49-3,"Combine the car and boat to make a pirate themed go-cart, or boat cart. If a sail was added this could be a pretty fast go-cart...very cool."
m2ko27n9jy57w-AINL-53-1,An amphibious vehicle which transforms from a car to a boat and vice versa easily. The wheels fold away and drive the boat as propellors.
m2ko27n9jy57w-AINL-53-2,"This toy consistes of a small toy car which drives down a ramp on to a boat on water. When the car lands on the boat, the boat moves to the opposite bank. It works as a ferry."
m2ko27n9jy57w-AINL-53-3,This toy has the hull of a large toy boat with the superstructure of a car in which the child sits. The car pedals operate a simple propellor at the rear of the boat which propels the craft forward in the pool.
m2ko6asjd367j-HMNL-57-1,"AquaCar- This is a car-boat toy that can run on both water and land allowing children to play imaginatily, creating an adventure."
m2ko6asjd367j-HMNL-57-2,Splash Racer- This is a car toy that can transform into a boat or a race car. This toy can also run on both water and land.
m2ko6asjd367j-HMNL-57-3,Hydro car- This is a toy that can transform from a boat into a car. It allows kids to play imaginatively.
m2kojcoitjb5v-HMNL-65-1,A Lego like construction set that allows a child to put together an amphibious car that can convert from a boat to a car in minutes using different parts and it would have a few different designs to choose from.
m2kojcoitjb5v-HMNL-65-2,"A remote-controlled vehicle for a child to play with indoors on carpet and in a bathtub, or outdoors as well on rugged terrain.  It would be designed to convert easily between land and water use."
m2kojcoitjb5v-HMNL-65-3,A toy ferry boat big enough to have four to six toy cars that can be loaded and unloaded from the boat off a ramp after docking.
m2komtx5dfvd8-AINL-69-1,"The Turbo Tideracer. A thrilling and fun toy that puts a modern spin on transformers as it morphs effortlessly from a speedy car to a cool boat. Using new technology and usb-c rechargeable, it's requires just a simple push of a button - the Turbo Tideracer's wheels fold in seamlessly as the pontoons extend. Kids will love winding up the manual propeller (an auto-version is also available) and watching it speed through water. The toy lights up with colourful LED lights as it transforms giving it a sprinkle of magic and anticipation with every play session. Perfect for time in the tub or backyard races!"
m2komtx5dfvd8-AINL-69-2,"The Drift and Float Racer Bots are exicitng and fun toys for kids to play with together! These are individual little bots or robots that are controlled via an included remote or an app on a tablet or phone. They can play fun guided missions and get points, playing against and with one another. The bots are part car part boat, so they can easily move across different terrains. They also have Bluetooth connectivity so they can communicate with each other, encouraging fun and cooperative play."
m2komtx5dfvd8-AINL-69-3,"The HoverSplash Recon Cruiser - a revolutionary hybrid toy combining a car and a boat with drone technology. This innovative toy features a compact and futuristic design with central seating pod of action figures (sold separately). While on land, its hardy wheels can traverse any surface and can transform effortlessly with the flip of a switch into a buoyant mode to traverse water. The highlight of this is that it can hove a few inches above ground or water, making it more accessible across a variety of terrains, encouraging exploration. It records to a cloud server through the app. It's encased in heavy duty materials to withstand the hardy play of kids between 4-11 and comes with a large button kid friendly remote."
m2kos8of3weda-HMNL-73-1,"A toy car and boat in one. The car can be pushed around in the house, which can then be turned into a boat to use in a bath or swimming pool. There could be subtle shifts in design for the child to do to go from one state to another. The people could also have different clothes to go from car to boat."
m2kos8of3weda-HMNL-73-2,A remote control car and boat. The car can be driven by the child and controled from a distance. The wheels can then be folded into the car and it turns into a boat and can be sailed by remote control on a lake or pond. The car/boat can fit in figures or toys from other collections.
m2kos8of3weda-HMNL-73-3,"A virtual reality headset that allows the child to travel in a car/boat. The child can drive the car/boat and the VR headset gives the impression of movement, as well as a world surrounding their vechile and their journey. They can invite other children with headsets to join them and be driven in their car or boat, before switching vechiles and hopping on board their friends' vechile."
m2kp0v8lsrt92-AINL-77-1,"cosmicbubble glider pod, a vehicle for a young child to sit in, defying the conventions between land and sea. The toy takes the shape of a glowing orb and mimics the feeling of floating in a bubble. On water, the toy is powered by microjects allowing the user to glide along the surface effortlessly. On land, the ball acts as a zorbing ball, allowing the child to roll around inside the bubble"
m2kp0v8lsrt92-AINL-77-2,"Starchase rocket rover. An interstellar themed vehicle. This hybrid vehicle resembled the rugged mars rover, the adaptable treads allow for fun on any surface, and the attachable floatation device (sold seperately) allows for the adventure to spill over to the water. The cockpit is the control centre where the child can pilot the rover, including the controllable picker arm to collect samples and analyse them on board."
m2kp0v8lsrt92-AINL-77-3,"Introducing the urbancruiser patrol wagon, the first land and sea vehicle which allows 5-11 year olds to relive their favourite TV show, the wire. Whether you have a little mcnutty who wants to cruise the streets of west baltimore collecting vials and chasing down stringer bell, or your child wants to take a quite frankly baffling journey down to the docks which really confused fans by following an almost entirely different narrative, to keep an eye on the shenanhigans of the dockworkers union, the urbancruiser patrol wagon has you covered."
m2kpk3zdod0iz-AINL-85-1,"A car in bright primary colours, which can be easily transformed into a boat. The toy comes with accessories, which can be added to, to make play at the heart of this toy. Accessories such as, people and spare wheels and lots of parts which can be added and taken away from the toy."
m2kpk3zdod0iz-AINL-85-2,"A colourful boat, which has a remote control. The boat can be played with in the bath, on lakes or rivers. It can be controlled from the land or in the water. There is a special button, which when pressed makes the boat jump in the air and transform into a car. This happens when the boat is taken onto land. It comes in a number of colours, which are attractive to children. It has different difficulty levels for the different age groups on the remote control."
m2kpk3zdod0iz-AINL-85-3,"A car which has a removable skin, so the children can change the colours to suit their age and style. This car has a skin which also changes the car into a boat, which fixes across the wheels and doors. There is a sail which can be fixed into the inside of the car to further make the boat exciting. The colours include primary colours, such as red, blue and yellow which are popular with 5 year olds. Also, pastel colours which also appeals to this age group for their soothing properties. Then more complex colour palettes, such as teal and magenta for the older children. The car has a pull back element so the car which then drives forward by itself when the car is released. The boat can go on water and be pushed along or just float using its sails."
m2kpoh5olsoga-HMNL-89-1,"The 'Land-to-Sea Convertible', a toy car which, at the press of a button, can retract its wheels and drop down a smooth hull, allowing kids to play with a toy vehicle in a novel and fantastical way -- taking huge leaps and landing in the water with a splash."
m2kpoh5olsoga-HMNL-89-2,"A bath toy which turns from a car into a boat design when it comes into contact with water, giving kids a fun and exciting toy that makes bath time special, and limiting clutter and mess by combining two great kinds of toy into one item."
m2kpoh5olsoga-HMNL-89-3,"A car toy which, at the touch of a button, releases flotation airbags around its sides, allowing for fun play outside in paddling pools and in the bath."
m2kpuix85gs3q-AINL-93-1,"A hybrid racer - a toy vehicle that is designed to be both a car and a boat AT THE SAME TIME.  The vehicle's lower half resembles a speedboat.  This has water jets to propel it along the road, with the added bonus of pushing their race opponents that are gaining on them even further behind them with powerful jets of water.  It can also deal with wet conditions on the road and shallow water with its wheels that extend outwards for balance."
m2kpuix85gs3q-AINL-93-2,"A vehicle that can be a car or a boat - an amphibious vehicle that has inflatable wheels to transform into pontoons so it can float on the water.  This vehicle is powered by voice commands, even including switch to boat/car mode."
m2kpuix85gs3q-AINL-93-3,"A car within a sphere - it can roll along on land but also on water it can be kept stable and float, with built-in propellers to help it glide along."
m2kq1v3jpwy9d-HMNL-97-1,A lightweight toy car made with buoyant material which can also be used as an amphibious car that can float on water inside a bathtub.
m2kq1v3jpwy9d-HMNL-97-2,A building block toy similar to Lego which can be built into different vehicles including a car and a boat.
m2kq1v3jpwy9d-HMNL-97-3,"A transformers like toy which can be changed from a car to a boat. One orientation is a car, and the other a boat."
m2kq77zeptfdk-AINL-101-1,"TurboDuck TurboChase is an utterly wacky toy that combines car and boat elements with a dash of humour and innovation. Shaped like a gigantic rubber duck, this toy features disguised as webbed feet that spin for land travel. The body expands like a balloon allowing it to float effortlessly in water and releases a burst of bubbles from its rear end from a quacking exhaust muffler"
m2kq77zeptfdk-AINL-101-2,Streamline Cruise orb is a revolutionary toy that is designed as a spherical orb with a semi-transparent outer shell resembling a futuristic capsule. Inside a car-like structure rotates freely. On land the orb rolls. In water the spherical design shifts as jet propulsion pumps guide it
m2kq77zeptfdk-AINL-101-3,"Dual Realm Voyager marries car and boat in one distinct design. THe model features a chassis that is half sleek car, half streamlined boat. The front end is a classic sports car, with wheels for land navigation. At the back is a boat tail crafted for buoyancy and water"
m2kqe4wa07t8v-HMNL-105-1,Hybrid Car & Boat: This is an hybrid toy machine of a car that can be transformed into a boat. This can typically be designed to be used in a pool.
m2kqe4wa07t8v-HMNL-105-2,Car & Boat Lego: This is a block of lego that can only be used to build cars and boats. It sets targets for the kid to either create a boat of a car.
m2kqe4wa07t8v-HMNL-105-3,"Speed boat and Car Racing: This is a simulation game that is able to simulate a race between cars and boats, the child sets the race track and is able to carry out races between cars and speed boats."
m2kqp7fjodp83-AINL-109-1,Place a boat and a car side side by side to create the ultimate fortress. These two vessles can be turned into a great barrior for protection from enenmies!
m2kqp7fjodp83-AINL-109-2,A race between land and sea. A friendly competition where kids could see which transportation method can make it to the finish line first!
m2kqp7fjodp83-AINL-109-3,"Combine these items to make a transformer robot! Dismantle pieces of the car and boat, then reformat them strategically to create a cool robot."
m2kqv3ruqyoqn-HMNL-113-1,"First idea is that you have a pram that can be converted into a car one that is for small children so that the idea is that when the child wants to can move around in the car, and then when gets tired can then be converted back to the pram. The boat element is to have the dials and steering wheel so that they can imagine that it can transform into a boat, but this cannot actually happen for safety reasons. However the pram is able to float."
m2kqv3ruqyoqn-HMNL-113-2,"2nd Idea there are two factions, the crimsons cars and the boisterous boats, its a toy design based upon characters in vehcicles, and they are constantly racing against each other in tracks which have been designed to accomodate both set of vehiclee. Think scaleletrixs but with a water element. In addition there is a more expensive advanced version where by you can make your own track around your house by setting up various cameras in your home."
m2kqv3ruqyoqn-HMNL-113-3,"A concept of the Micro machine, you have a big aircraft carrier which unpacks in to a big naval base with roads and various interactive elements such as defeces and blowing bridges a world within a boat"
m2kr7wqqysdpr-HMNL-121-1,Pool Racing Car is one of the design toy a child can play with combing car and boat. Kids will love playing with toys like this at home.
m2kr7wqqysdpr-HMNL-121-2,Spraying car is also an idea of the design toys a child can play with combing both car and boat. This is a simple idea toy and it can boost production.
m2kr7wqqysdpr-HMNL-121-3,Water car is another idea of the design toys a child can play with combining car and boat. Kids will love to play with this design and will improve production.
m2krgvphzcdte-AINL-125-1,Together with AI we want to create a remote controlled named AquaCruise. The design will be a hybrid to car.
m2krgvphzcdte-AINL-125-2,"We are developed a toy car with sleek, aerodynamic shape with a vibrant color scheme featuring neon accents, appealing to children's sense of adventure."
m2krgvphzcdte-AINL-125-3,"The toy car comes with a controller with intuitive control, this will offer easy maneuverability featuring direction joysticks and a mode switch button for land and water."
m2krre0v7esf8-HMNL-129-1,A toy car that that can go both in the water and on land like a jetski with wheels on it.
m2krre0v7esf8-HMNL-129-2,A hovercraft that when it goes on land has wheels that then turn it into a giant car that can drive.
m2krre0v7esf8-HMNL-129-3,A dune buggy that also has an outboard motor on it so that when you go into the water it turns it into a very fast boat that can hold up to two people.
m2krxie1v5a0c-AINL-133-1,"AeroSplash Racer: Dynamic hybrid vehicle seamlessly transitions between land and water with retractable aquatic fins and amphibious wheels, fueled by kid-powered propulsion."
m2krxie1v5a0c-AINL-133-2,"HydroWheels Adventure Cruiser: A dual-purpose vehicle designed with inflatable buoyancy, transforming from a sleek car to a nimble boat, powered through steering adjustments."
m2krxie1v5a0c-AINL-133-3,"WaveRunner Buggy: Primarily a car but equipped with water-resistant features, allowing it to splash through shallow pools and navigate the road with ease."
m2ks1569zvrig-HMNL-137-1,"I would consider designing a car that floats on water, such that a child can play with it on the ground and in the swimming pool."
m2ks1569zvrig-HMNL-137-2,"I would consider designing a car that is shaped like a boat, such that it stays afloat when in water and uses wheels while on land. I would design a propeller engine at the rear base of the car."
m2ks1569zvrig-HMNL-137-3,"I would design a car with movable parts, the wheels move inwards and the space left is covered so that the car can float. Also, the engine should work both on land and in water."
m2ks7hdrix2yo-AINL-141-1,"An Aqua Cruiser, a hybrid toy that combines cars and boats into one. It's shaped like a sports car, features retractable wheels and buoyant, watertight bodywork that transforms into a high-speed motorboat. Children can steer the Aqua Cruiser on land with its smooth wheels and remote control, then engage the water mode at the touch of a button."
m2ks7hdrix2yo-AINL-141-2,"The Wave Racer Turbo, a two-in-one adventure toy merging the excitement of racing cars and speedboats. It features a convertible chassis that cleverly morphs from a sleek race car into a high-performance speedboat. The toy has quick-release mechanisms: the wheels fold up into slick pontoons for aquatic fun. In car mode, it zooms over diverse terrain with pull-back motor, while in boat mode, it glides across the water propelled by a wind-up jet propeller."
m2ks7hdrix2yo-AINL-141-3,"The Hydro Cruiser 4x4, a toy that combines the land-roving capabilities of a rugged SUV with the aquatic agility of a boat. The Hydro Cruiser boasts an engine-powered mechanism allowing it to navigate both terrains. Its four durable wheels retract upward when it transitions into water mode, activating the buoyant hull and concealed propellers. This transformation is facilitated by a dual-mode remote control that toggles between road and water functions."
m2ksjrj6s2pqd-AINL-149-1,AquaRacerTranforable Vehicle- transforms from car to boat.  Offers exciting dual terrain experience.  Kids steer with a controller that switches between land and water modes.
m2ksjrj6s2pqd-AINL-149-2,"Splash Sprint Hydrocar- Interactive, modular car and boat hybrid.  Kids snap together to choose features.  It comes with various accessories."
m2ksjrj6s2pqd-AINL-149-3,WhizWave TurboCraft- car and boat hybrid that uses a magnetic snap technology to toggle between land and water terrains.  Has both rugged wheels and a buoyant hull.  Includes mini passengers.
m2kspv5om6wje-HMNL-153-1,"The Duckmobile! A toy car that can be driven on land and in the water. perfectly sized for two children the Duckmobile seamlessly travels over grass, gravel, mud straight into lakes and other bodies of water"
m2kspv5om6wje-HMNL-153-2,"The Transformer: like the transforming toys of yesteryear this  completely functional toy motor car seats one person and converts into a boat at the flick of a switch! Ideal for holidays and trips to the lake, the Transformer gives you the best of both worlds"
m2kspv5om6wje-HMNL-153-3,The AquaCar: fun for all the family! this car/boat hybrid can be controlled directly from your smart phone. The AquaCar converts from car to boat at the touch of a button for hours of fun!
m2kstaz2blxwu-AINL-157-1,Reinforced buoyancy: Boats should be made of light material. The boat should be made with corrosive free material. Stable design
m2kstaz2blxwu-AINL-157-2,Aerodynamic body to reduce friction. Fuel effeciency The interior should have infotainment and security/safety features Customized paint for personalized touch.
m2kstaz2blxwu-AINL-157-3,"Each hull should be made of thickened, marine-grade aluminiun or durable composite material.  Flat top deck reinforced with slip resistant surface, with retractable car restraints"
m2kt64ghshou1-AINL-165-1,"The Seasprint Explorer is a toy that represents a synergy between terrestrial and aquatic adventure in one toy. It is shaped like a futuristic creature, with a body that looks like an animal from Mars, but moves like both a car and boat. It has flexible appendages that retract  and transform into wheels for land and propellers for water. It has intuitive motion sensors so kids can give commands for movements using hand gestures. The toy can also project holographic environments to facilitate imaginary play on raceways or waterways."
m2kt64ghshou1-AINL-165-2,"This toy is a car/boat for your guinea pig or hamster! It has a ball on a gyroscope that holds the critter and allows it to stay stable as the car/boat travels. It is also water tight just in case, but must only be used under adult supervision."
m2kt64ghshou1-AINL-165-3,"Brightly colored, oversized rubber duckie shape that conceals the dual purpose functions of a car-boat. On land, springs cause it to bounce as it moves in a very funny fashion. The wings transform into flippers that move the boat through the water, splashing and quacking along the way."
m2ktlu2z3ixfz-HMNL-169-1,We can create a Boataxy which will be able to run in the road as well as in the water. We combined the two concept and put it in one form and make a combined vehicle.
m2ktlu2z3ixfz-HMNL-169-2,We can create a floating car-boat which will be a convertible vehicle and also it will be a convertible toy that can be a more attachment. it will be a very informative toy which will help the children to learn about convertible things.
m2ktlu2z3ixfz-HMNL-169-3,We can create a convertible emergency support vehicle which will used to support the emergency situation in both ways. It will be a very good toy which will create a very innovative though to the children to learn new things and deeply understood it.
m2ktotg7kkykf-AINL-173-1,A small handheld toy racing car with a boat mode where pontoon pop out to allow the car to float in the water.
m2ktotg7kkykf-AINL-173-2,A maneuverable race car with a detachable boat trailer that children can enjoy towing until it hits water. After it hits water the wheels function like paddles.
m2ktotg7kkykf-AINL-173-3,A boat toy that launches a car forward onto land the moment it bumps into a dock. A spring mechanism is used to provide momentum for the car the moment it hits a dock.
m2ktz1cy721fa-HMNL-177-1,"A car that turns into a boat. Based on the real life car that becomes submersive the moment it touches the water, I feel like this could help transition kids from playtime in the evening to bathtime quite easily. With wheels that disappear up into the car and a buoyant float that activates when the water touches a sensor beneath, this could show innovation through technology with perhaps a noise indicating the switch between car and boat to keep their attention. This could also have characters that can sit in the boat, and depending on the difference between boat and car, come with different catchphrases when they sit in the sensors of the car-seats, so they become active when placed in the seats and it's almost an interactive experience."
m2ktz1cy721fa-HMNL-177-2,"A boat that transports cars. Like the boats that carry storage and materials on the water, except it's only cars and these can be slotted in to storage boxes that are openable on the boat. This could come with little members of staff (toy people) that are placeable next to the storage boxes, and possibly have a crane on the top of each storage box - maybe one crane that moves around the boat to replace the lids on top of them and make it a realistic experience of working on board a storage ship. It's educational and fun, because kids love using construction creatively!"
m2ktz1cy721fa-HMNL-177-3,"A car that attaches a trailer to transport a boat. Like going fishing with grandpa - which makes this toy memorable for most kids, they will have fond memories of their life attached to this toy giving them a reason to play with it. There is also the possibility of this boat being a jet-ski or a kayak, and being placeable on top of the car, and being able to switch which types of boat are trailed by the type of trailer the car is able to handle - making it educational and realistic for them to work out which boat belongs to which trailer and the uses of each. This is inclusive of family members who have experience with boats/cars/mechanics and can help engage their learning/imagination wondering which holiday to take their toy on! These boats can also be thematic - a lot of cartoons have different boats/water vehicles that can be placed here and open up a world of fun for the kids to experience."
m2ku94iyop9ey-AINL-181-1,SplashCruiser 4 x 4 is a toy that is a rugged off-road vehicle with the ability to drive in the water
m2ku94iyop9ey-AINL-181-2,AquaTrail Blazer is a fun toy that has the body of a car and has retractable pontoon arms that extend out so that it can float in water.
m2ku94iyop9ey-AINL-181-3,Waverunner Explorer is a dune buggy with the body of a sail boat. It has big wheels for driving on the ground and a big sail for the water.
